sample_id,reference,bam_s3_path,bai_s3_path,md5_s3_path
HG02572,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02572/alignments/CHM13v2/hifi_reads/HG02572.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02572/alignments/CHM13v2/hifi_reads/HG02572.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02572/alignments/CHM13v2/hifi_reads/HG02572.CHM13v2.sorted.bam.md5
HG02572,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02572/alignments/GRCh38_no_alt/hifi_reads/HG02572.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02572/alignments/GRCh38_no_alt/hifi_reads/HG02572.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02572/alignments/GRCh38_no_alt/hifi_reads/HG02572.GRCh38_no_alt.sorted.bam.md5
HG02583,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02583/alignments/CHM13v2/hifi_reads/HG02583.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02583/alignments/CHM13v2/hifi_reads/HG02583.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02583/alignments/CHM13v2/hifi_reads/HG02583.CHM13v2.sorted.bam.md5
HG02583,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02583/alignments/GRCh38_no_alt/hifi_reads/HG02583.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02583/alignments/GRCh38_no_alt/hifi_reads/HG02583.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02583/alignments/GRCh38_no_alt/hifi_reads/HG02583.GRCh38_no_alt.sorted.bam.md5
HG02602,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02602/alignments/CHM13v2/hifi_reads/HG02602.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02602/alignments/CHM13v2/hifi_reads/HG02602.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02602/alignments/CHM13v2/hifi_reads/HG02602.CHM13v2.sorted.bam.md5
HG02602,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02602/alignments/GRCh38_no_alt/hifi_reads/HG02602.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02602/alignments/GRCh38_no_alt/hifi_reads/HG02602.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02602/alignments/GRCh38_no_alt/hifi_reads/HG02602.GRCh38_no_alt.sorted.bam.md5
HG02615,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02615/alignments/CHM13v2/hifi_reads/HG02615.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02615/alignments/CHM13v2/hifi_reads/HG02615.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02615/alignments/CHM13v2/hifi_reads/HG02615.CHM13v2.sorted.bam.md5
HG02615,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02615/alignments/GRCh38_no_alt/hifi_reads/HG02615.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02615/alignments/GRCh38_no_alt/hifi_reads/HG02615.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02615/alignments/GRCh38_no_alt/hifi_reads/HG02615.GRCh38_no_alt.sorted.bam.md5
HG02622,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02622/alignments/CHM13v2/hifi_reads/HG02622.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02622/alignments/CHM13v2/hifi_reads/HG02622.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02622/alignments/CHM13v2/hifi_reads/HG02622.CHM13v2.sorted.bam.md5
HG02622,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02622/alignments/GRCh38_no_alt/hifi_reads/HG02622.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02622/alignments/GRCh38_no_alt/hifi_reads/HG02622.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02622/alignments/GRCh38_no_alt/hifi_reads/HG02622.GRCh38_no_alt.sorted.bam.md5
HG02630,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02630/alignments/CHM13v2/hifi_reads/HG02630.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02630/alignments/CHM13v2/hifi_reads/HG02630.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02630/alignments/CHM13v2/hifi_reads/HG02630.CHM13v2.sorted.bam.md5
HG02630,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02630/alignments/GRCh38_no_alt/hifi_reads/HG02630.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02630/alignments/GRCh38_no_alt/hifi_reads/HG02630.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02630/alignments/GRCh38_no_alt/hifi_reads/HG02630.GRCh38_no_alt.sorted.bam.md5
HG02647,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02647/alignments/CHM13v2/hifi_reads/HG02647.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02647/alignments/CHM13v2/hifi_reads/HG02647.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02647/alignments/CHM13v2/hifi_reads/HG02647.CHM13v2.sorted.bam.md5
HG02647,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02647/alignments/GRCh38_no_alt/hifi_reads/HG02647.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02647/alignments/GRCh38_no_alt/hifi_reads/HG02647.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02647/alignments/GRCh38_no_alt/hifi_reads/HG02647.GRCh38_no_alt.sorted.bam.md5
HG02668,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02668/alignments/CHM13v2/hifi_reads/HG02668.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02668/alignments/CHM13v2/hifi_reads/HG02668.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02668/alignments/CHM13v2/hifi_reads/HG02668.CHM13v2.sorted.bam.md5
HG02668,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02668/alignments/GRCh38_no_alt/hifi_reads/HG02668.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02668/alignments/GRCh38_no_alt/hifi_reads/HG02668.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02668/alignments/GRCh38_no_alt/hifi_reads/HG02668.GRCh38_no_alt.sorted.bam.md5
HG02698,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02698/alignments/CHM13v2/hifi_reads/HG02698.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02698/alignments/CHM13v2/hifi_reads/HG02698.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02698/alignments/CHM13v2/hifi_reads/HG02698.CHM13v2.sorted.bam.md5
HG02698,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02698/alignments/GRCh38_no_alt/hifi_reads/HG02698.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02698/alignments/GRCh38_no_alt/hifi_reads/HG02698.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02698/alignments/GRCh38_no_alt/hifi_reads/HG02698.GRCh38_no_alt.sorted.bam.md5
HG02717,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02717/alignments/CHM13v2/hifi_reads/HG02717.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02717/alignments/CHM13v2/hifi_reads/HG02717.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02717/alignments/CHM13v2/hifi_reads/HG02717.CHM13v2.sorted.bam.md5
HG02717,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02717/alignments/GRCh38_no_alt/hifi_reads/HG02717.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02717/alignments/GRCh38_no_alt/hifi_reads/HG02717.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02717/alignments/GRCh38_no_alt/hifi_reads/HG02717.GRCh38_no_alt.sorted.bam.md5
HG02723,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/alignments/CHM13v2/hifi_reads/HG02723.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/alignments/CHM13v2/hifi_reads/HG02723.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/alignments/CHM13v2/hifi_reads/HG02723.CHM13v2.sorted.bam.md5
HG02723,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/alignments/GRCh38_no_alt/hifi_reads/HG02723.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/alignments/GRCh38_no_alt/hifi_reads/HG02723.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/alignments/GRCh38_no_alt/hifi_reads/HG02723.GRCh38_no_alt.sorted.bam.md5
HG02735,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/alignments/CHM13v2/hifi_reads/HG02735.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/alignments/CHM13v2/hifi_reads/HG02735.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/alignments/CHM13v2/hifi_reads/HG02735.CHM13v2.sorted.bam.md5
HG02735,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/alignments/GRCh38_no_alt/hifi_reads/HG02735.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/alignments/GRCh38_no_alt/hifi_reads/HG02735.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/alignments/GRCh38_no_alt/hifi_reads/HG02735.GRCh38_no_alt.sorted.bam.md5
HG02738,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/alignments/CHM13v2/hifi_reads/HG02738.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/alignments/CHM13v2/hifi_reads/HG02738.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/alignments/CHM13v2/hifi_reads/HG02738.CHM13v2.sorted.bam.md5
HG02738,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/alignments/GRCh38_no_alt/hifi_reads/HG02738.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/alignments/GRCh38_no_alt/hifi_reads/HG02738.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/alignments/GRCh38_no_alt/hifi_reads/HG02738.GRCh38_no_alt.sorted.bam.md5
HG02809,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/alignments/CHM13v2/hifi_reads/HG02809.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/alignments/CHM13v2/hifi_reads/HG02809.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/alignments/CHM13v2/hifi_reads/HG02809.CHM13v2.sorted.bam.md5
HG02809,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/alignments/GRCh38_no_alt/hifi_reads/HG02809.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/alignments/GRCh38_no_alt/hifi_reads/HG02809.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/alignments/GRCh38_no_alt/hifi_reads/HG02809.GRCh38_no_alt.sorted.bam.md5
HG02818,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/alignments/CHM13v2/hifi_reads/HG02818.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/alignments/CHM13v2/hifi_reads/HG02818.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/alignments/CHM13v2/hifi_reads/HG02818.CHM13v2.sorted.bam.md5
HG02818,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/alignments/GRCh38_no_alt/hifi_reads/HG02818.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/alignments/GRCh38_no_alt/hifi_reads/HG02818.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/alignments/GRCh38_no_alt/hifi_reads/HG02818.GRCh38_no_alt.sorted.bam.md5
HG02841,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/alignments/CHM13v2/hifi_reads/HG02841.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/alignments/CHM13v2/hifi_reads/HG02841.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/alignments/CHM13v2/hifi_reads/HG02841.CHM13v2.sorted.bam.md5
HG02841,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/alignments/GRCh38_no_alt/hifi_reads/HG02841.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/alignments/GRCh38_no_alt/hifi_reads/HG02841.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/alignments/GRCh38_no_alt/hifi_reads/HG02841.GRCh38_no_alt.sorted.bam.md5
HG02886,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/alignments/CHM13v2/hifi_reads/HG02886.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/alignments/CHM13v2/hifi_reads/HG02886.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/alignments/CHM13v2/hifi_reads/HG02886.CHM13v2.sorted.bam.md5
HG02886,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/alignments/GRCh38_no_alt/hifi_reads/HG02886.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/alignments/GRCh38_no_alt/hifi_reads/HG02886.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/alignments/GRCh38_no_alt/hifi_reads/HG02886.GRCh38_no_alt.sorted.bam.md5
HG02922,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/alignments/CHM13v2/hifi_reads/HG02922.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/alignments/CHM13v2/hifi_reads/HG02922.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/alignments/CHM13v2/hifi_reads/HG02922.CHM13v2.sorted.bam.md5
HG02922,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/alignments/GRCh38_no_alt/hifi_reads/HG02922.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/alignments/GRCh38_no_alt/hifi_reads/HG02922.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/alignments/GRCh38_no_alt/hifi_reads/HG02922.GRCh38_no_alt.sorted.bam.md5
HG02965,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/alignments/CHM13v2/hifi_reads/HG02965.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/alignments/CHM13v2/hifi_reads/HG02965.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/alignments/CHM13v2/hifi_reads/HG02965.CHM13v2.sorted.bam.md5
HG02965,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/alignments/GRCh38_no_alt/hifi_reads/HG02965.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/alignments/GRCh38_no_alt/hifi_reads/HG02965.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/alignments/GRCh38_no_alt/hifi_reads/HG02965.GRCh38_no_alt.sorted.bam.md5
